CNo,,ON,OFF,MA,IP,SV,UP,DN,LN,LP,STEP,PL,V,HP,PP,C,S,L,AL,JS,JM,OC,LD,粗糙度Ra,余量Gap
C742,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C743,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C744,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C745,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C746,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C747,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C748,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C749,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C750,=,6,4,1,120,35,10,20,0,0,0,-,2,0,10,6,3,1,15,1,0,1000,0,,
C751,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C752,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C753,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C754,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C755,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C756,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C757,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C758,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C759,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C760,=,6,4,1,150,35,10,20,0,0,0,-,2,0,10,7,3,1,15,1,0,1000,0,,
C761,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C762,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C763,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C764,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C765,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C766,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C767,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C768,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C769,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C770,=,6,4,0,180,35,10,20,0,0,0,-,2,0,10,7,3,1,15,1,0,1000,0,,
C771,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C772,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C773,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C774,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C775,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C776,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C777,=,2,3,2,5,70,10,20,0,0,0,+,1,1,10,0,3,3,15,0,0,1000,0,,
C778,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C779,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C780,=,8,5,1,290,35,10,20,0,0,0,-,2,0,10,8,3,1,15,1,0,1000,0,,
C781,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C782,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C783,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C784,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C785,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C786,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C787,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C788,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C789,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C790,=,8,5,1,310,35,10,20,0,0,0,-,2,0,10,8,3,1,15,1,0,1000,0,,
C791,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C792,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C793,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C794,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C795,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C796,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C797,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C798,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C799,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,15,0,0,0,0,,
C800,=,2,3,3,0,60,10,20,0,0,0,+,1,10,20,1,83,1,30,1,0,1000,0,,
C801,=,0,6,0,3,100,10,60,10,1111,0,-,2,0,11,0,42,3,30,5,9,0,2,0.09,
C802,=,0,9,0,5,100,10,20,10,1111,0,-,2,0,11,0,42,3,30,20,9,0,2,0.14,
C803,=,0,9,1,8,120,6,30,10,1111,0,-,2,0,11,1,46,5,55,108,9,0,2,,
C804,=,0,9,0,10,115,10,20,10,1111,0,-,2,0,11,2,43,3,30,30,9,0,2,0.55,
C805,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C806,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C807,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C808,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C809,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C810,=,2,3,1,5,70,10,20,0,0,0,-,1,50,20,0,83,3,30,3,33,1000,0,,
C811,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C812,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C813,=,0,9,0,13,110,10,10,10,1111,0,-,2,0,11,1,43,3,30,40,9,0,2,0.49,
C814,=,0,9,0,15,115,10,20,10,1111,0,-,2,0,11,3,23,3,30,30,9,0,2,0.6,
C815,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C816,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C817,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C818,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C819,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C820,=,2,14,1,0,70,10,20,0,0,0,-,1,3,10,1,83,1,30,3,23,1000,0,,
C821,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C822,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C823,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C824,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C825,=,2,14,1,0,70,10,20,0,0,0,-,1,3,10,0,83,2,30,3,20,1000,0,,
C826,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C827,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C828,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C829,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C830,=,2,3,3,0,60,10,20,0,0,0,+,1,17,10,3,83,1,30,1,0,1000,0,,
C831,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C832,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C833,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C834,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C835,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C836,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C837,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C838,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C839,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C840,=,4,4,3,50,60,10,20,0,0,0,+,1,12,10,4,83,1,30,1,0,1000,0,,
C841,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C842,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C843,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C844,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C845,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C846,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C847,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C848,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C849,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C850,=,4,4,3,100,60,10,20,0,0,0,+,1,12,10,6,83,1,30,1,0,1000,0,,
C851,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C852,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C853,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C854,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C855,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C856,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C857,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C858,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C859,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C860,=,6,4,3,150,60,10,20,0,0,0,+,1,11,10,7,83,1,30,1,0,1000,0,,
C861,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C862,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C863,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C864,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C865,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C866,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C867,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C868,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C869,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C870,=,6,4,3,230,60,10,20,0,0,0,+,1,11,10,8,83,1,30,1,0,1000,0,,
C871,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C872,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C873,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C874,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C875,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C876,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C877,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C878,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C879,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C880,=,6,4,3,310,60,10,20,0,0,0,+,1,11,10,9,83,1,30,1,0,1000,0,,
C881,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C882,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C883,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C884,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C885,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C886,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C887,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C888,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C889,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C890,=,6,4,3,310,60,10,20,0,0,0,+,2,11,10,9,83,1,30,1,0,1000,0,,
C891,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C892,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C893,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C894,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C895,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C896,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C897,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C898,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C899,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C900,=,2,3,2,0,70,10,20,1,0,0,-,1,7,10,0,83,3,30,1,0,1000,0,,
C901,=,2,0,0,10,80,10,20,0,0,0,-,2,40,10,0,83,3,30,3,33,1000,0,,
C902,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C903,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C904,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C905,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C906,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C907,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C908,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C909,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C910,=,2,3,2,0,70,10,20,1,0,0,-,1,7,10,0,83,3,30,1,0,1000,0,,
C911,=,2,3,2,0,70,10,20,1,0,0,-,1,4,10,0,83,3,30,1,0,1000,0,,
C912,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C913,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C914,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C915,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C916,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C917,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C918,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C919,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C920,=,2,3,2,0,70,10,20,1,0,0,-,1,7,10,0,83,3,30,1,0,1000,0,,
C921,=,2,3,2,0,70,10,20,1,0,0,-,1,4,10,0,83,3,30,1,0,1000,0,,
C922,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C923,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C924,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C925,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C926,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C927,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C928,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C929,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,30,0,0,0,0,,
C930,=,2,3,2,0,70,10,20,1,0,0,-,1,7,10,0,83,3,30,1,0,1000,0,,
C931,=,2,3,2,0,70,10,20,1,0,0,-,1,4,10,0,83,3,30,1,0,1000,0,,
C932,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C933,=,2,3,2,0,70,10,20,1,0,0,-,1,1,10,0,83,3,30,1,0,1000,0,,
C934,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C935,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C936,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C937,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C938,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C939,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C940,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C941,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C942,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C943,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C944,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C945,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C946,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C947,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C948,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C949,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C950,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C951,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C952,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C953,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C954,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C955,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C956,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C957,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C958,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C959,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C960,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C961,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C962,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C963,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C964,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C965,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C966,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C967,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C968,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C969,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C970,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C971,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C972,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C973,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C974,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C975,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C976,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C977,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C978,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C979,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C980,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C981,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C982,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C983,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C984,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C985,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C986,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C987,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C988,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C989,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C990,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C991,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C992,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C993,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C994,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C995,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C996,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C997,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C998,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
C999,=,0,0,0,0,0,10,20,0,0,0,+,0,0,0,0,3,0,0,0,0,0,0,,
